"MLS #","Subdivision","Price","Approx SQFT","Full Baths","Beds","Closed Date","Days On Market","Address","City","Status","List Agent - Agent Name and Phone","List Office - Office Name"
"26020328","WOLFSBRIDGE @ CABOT PH 1-A","$2,000","1884","2","4","6/10/2026","21","61 Wolfsbridge Loop","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26020488","THE GARDENS @ HOPE VALLEY","$2,000","1950","2","3",,"75","101 Kelton Lane","Hensley","Active","Tim Bennett - Agent: 501-416-7963","Baxley-Penfield-Moudy Realtors"
"26030160","COTTAGE WALK SUBDIVISION PHASE 1","$2,000","1699","2","4",,"10","1604 Rambling Brook Drive","Benton","Active","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"25049127","Pleasant Forest","$2,050","1938","2","4","3/31/2026","105","505 Sweet Gum Court","Cabot","Leased","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"26030473","Pleasant Forest","$2,050","1938","2","4",,"7","513 Crepe Myrtle","Cabot","Active","James H Knaack - Agent: 501-773-1487","PorchLight Realty"
"25028665","Hicks Interurban","$2,095","1632","2","4","8/27/2025","38","2214 Nichols Road","Little Rock","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25028666","Hicks Interurban","$2,095","1632","2","4","2/9/2026","189","2218 Nichols Road","Little Rock","Leased","Michael P Griffin - Agent: 501-454-4552","Mid South Realty"
"25006454","Diamondhead","$2,100","1639","2","3","3/31/2026","24","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"25024972","Diamondhead","$2,125","1639","2","3","1/31/2026","43","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26017299","Diamond Head","$2,225","1639","2","3","6/1/2026","23","210 Diamondhead Drive","Hot Springs","Leased","Chaley Carter - Agent: 501-773-7258","Century 21 Parker & Scroggins Realty - Hot Springs"
"26018533","Kensington Place","$2,295","2100","2","4",,"87","6328 Warwick","Bryant","Active","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26009213","COUNTRY CLUB OF ARK THE","$2,300","1567","2","3","3/20/2026","10","8109 Donna Drive","North Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26030457","THE RESERVE AT COUNTRY CLUB PHASE 1","$2,300","1646","2","3",,"7","503 Cain Trail","Maumelle","Active","Michael Grafe - Agent: 501-860-1373","McGraw Realtors - Benton"
"25004985","WOODLANDS CHALETS","$2,500","2550","2","4","2/21/2025","14","1111 Grand Teton","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"25004986","WOODLANDS CHALETS","$2,500","2550","3","4","3/8/2025","29","1113 Grand Teton","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"26002373","Little Rock","$2,500","1620","2","3","4/17/2026","53","123 Edgewood Circle","Little Rock","Leased","Timothy V Johnson - Agent: 954-980-4541","Level Up Realty"
"26009949","EDGEWOOD PHASE 1","$2,600","1650","2","3","6/12/2026","82","117 Edgewood Circle","Little Rock","Leased","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"24045289","EDGEWOOD PHASE 1","$2,650","1650","2","3","4/26/2025","100","117 Edgewood Circle","Little Rock","Leased","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"26000695","Indian Head Lakes Estates","$2,900","1450","2","3",,"210","4 Shiloh Place","Sherwood","Active","Elizabeth Phillips - Agent: 501-766-9093","Michele Phillips & Co. Realtors"
"25030168","Pleasant Valley","$3,195","3525","3","3","9/25/2025","57","2318 N Rodney Parham Road","Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26027504","FLETCHER VALLEY FLETCHER RIDGE","$3,600","2950","3","4",,"26","2 Fletcher Ridge Circle","Little Rock","Active","Susan D Perry - Agent: 925-588-8297","Sentry Residential"
"26021300","FLETCHER VALLEY KINLEY RIDGE","$4,000","2200","2","3",,"68","114 Kinley Loop","Little Rock","Active","Nathan Alberius - Agent: 501-590-6791","Collier & Associates"
"26008373","OAK GLEN SUB  - LITTLE ROCK","$4,000","2780","3","4",,"151","9 OAK GLEN","Little Rock","Active","Eugenia Williams - Agent: 501-804-8861","Gold Star Realty"
"24031210","Rockwater Village","$4,500","3417","4","5","10/4/2024","39","1417 ROCKWATER BLVD","North Little Rock","Leased","Eugenia Williams - Agent: 501-804-8861","Gold Star Realty"
"26007835","McDonal","$53,100","1300","2","3","3/1/2026","0","626 N 5TH Street","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
"26007834","McDonal","$54,000","1300","2","3","3/1/2026","0","620 N 5TH Street","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
