listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"2352 Bassett St, Benton, AR 72019",2352 Bassett St,Benton,AR,72019,,forRent,4,1852,,1695,9,https://www.zillow.com/homedetails/2352-Bassett-St-Benton-AR-72019/461516492_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for sale,2026-04-06T00:00:00.000Z,Listing removed,2026-04-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"118 Powder River Dr, Beebe, AR 72012",118 Powder River Dr,Beebe,AR,72012,,forRent,3,1301,,1500,10,https://www.zillow.com/homedetails/118-Powder-River-Dr-Beebe-AR-72012/460485207_zpid/,,183825,2026-09-07T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-26T00:00:00.000Z,Price change,2026-02-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"133 Preston Ln, Hensley, AR 72065",133 Preston Ln,Hensley,AR,72065,,forRent,5,1867,,1895,26,https://www.zillow.com/homedetails/133-Preston-Ln-Hensley-AR-72065/458636124_zpid/,,,2026-08-22T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-06-01T00:00:00.000Z,Price change,2026-05-29T00:00:00.000Z,Price change,2026-04-18T00:00:00.000Z,Price change,2026-04-06T00:00:00.000Z,Price change,2026-04-06T00:00:00.000Z,Listed for sale,2026-01-08T00:00:00.000Z,Contingent,2025-11-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125 Powder River Dr, Beebe, AR 72012",125 Powder River Dr,Beebe,AR,72012,,forRent,4,1640,,1600,10,https://www.zillow.com/homedetails/125-Powder-River-Dr-Beebe-AR-72012/458967504_zpid/,,188900,2026-09-07T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-06-17T00:00:00.000Z,Listed for sale,2026-06-09T00:00:00.000Z,Contingent,2026-06-08T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Price change,2026-05-29T00:00:00.000Z,Price change,2026-05-22T00:00:00.000Z,Price change,2026-05-18T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-03-30T00:00:00.000Z,Price change,2026-03-24T00:00:00.000Z,Price change,2026-03-18T00:00:00.000Z,Price change,2026-02-06T00:00:00.000Z,Price change,2026-02-03T00:00:00.000Z,Price change,2026-01-13T00:00:00.000Z,Price change,2026-01-12T00:00:00.000Z,Price change,2025-12-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"15 Vineyard Dr, Mayflower, AR 72106",15 Vineyard Dr,Mayflower,AR,72106,,forRent,5,1867,,1855,8,https://www.zillow.com/homedetails/15-Vineyard-Dr-Mayflower-AR-72106/460693101_zpid/,,222000,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-24T00:00:00.000Z,Sold,2026-07-26T00:00:00.000Z,Contingent,2026-05-11T00:00:00.000Z,Price change,2026-04-30T00:00:00.000Z,Listed for sale,2026-03-31T00:00:00.000Z,Contingent,2026-02-25T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Preston Ln, Hensley, AR 72065",100 Preston Ln,Hensley,AR,72065,,forRent,4,1655,,1825,26,https://www.zillow.com/homedetails/100-Preston-Ln-Hensley-AR-72065/463777020_zpid/,,,2026-09-15T00:00:00.000Z,Listing removed,2026-08-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Sunland Dr, Beebe, AR 72012",110 Sunland Dr,Beebe,AR,72012,,forRent,4,1800,,1550,30,https://www.zillow.com/homedetails/110-Sunland-Dr-Beebe-AR-72012/2063501308_zpid/,,178200,2026-08-25T00:00:00.000Z,Price change,2026-08-19T00:00:00.000Z,Sold,2026-08-19T00:00:00.000Z,Listed for rent,2022-07-25T00:00:00.000Z,Sold,2022-06-04T00:00:00.000Z,Contingent,2022-04-28T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8065 Chesapeake Trl, Bauxite, AR 72011",8065 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1699,,1595,9,https://www.zillow.com/homedetails/8065-Chesapeake-Trl-Bauxite-AR-72011/462191986_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for sale,2026-07-27T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8057 Chesapeake Trl, Bauxite, AR 72011",8057 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1545,9,https://www.zillow.com/homedetails/8057-Chesapeake-Trl-Bauxite-AR-72011/462191990_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"128 Powder River Dr, Beebe, AR 72012",128 Powder River Dr,Beebe,AR,72012,,forRent,4,1496,,1420,9,https://www.zillow.com/homedetails/128-Powder-River-Dr-Beebe-AR-72012/463057955_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-19T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"164 Preston Ln, Hensley, AR 72065",164 Preston Ln,Hensley,AR,72065,,forRent,4,1655,,1825,26,https://www.zillow.com/homedetails/164-Preston-Ln-Hensley-AR-72065/463494189_zpid/,,,2026-08-26T00:00:00.000Z,Listing removed,2026-08-22T00:00:00.000Z,Listed for rent,2026-06-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8056 Chesapeake Trl, Bauxite, AR 72011",8056 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1651,,1545,9,https://www.zillow.com/homedetails/8056-Chesapeake-Trl-Bauxite-AR-72011/457082351_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8073 Chesapeake Trl, Bauxite, AR 72011",8073 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,9,https://www.zillow.com/homedetails/8073-Chesapeake-Trl-Bauxite-AR-72011/460744961_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for sale,2026-06-12T00:00:00.000Z,Contingent,2026-06-08T00:00:00.000Z,Price change,2026-04-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5041 Red Fox Trl, Bauxite, AR 72011",5041 Red Fox Trl,Bauxite,AR,72011,,forRent,3,1200,,1550,93,https://www.zillow.com/homedetails/5041-Red-Fox-Trl-Bauxite-AR-72011/2071703035_zpid/,,191000,2026-08-25T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-06-16T00:00:00.000Z,Listed for rent,2021-09-17T00:00:00.000Z,Sold,2021-06-24T00:00:00.000Z,Pending sale,2021-06-23T00:00:00.000Z,Contingent,2021-06-04T00:00:00.000Z,Price change,2021-04-30T00:00:00.000Z,Price change,2021-04-22T00:00:00.000Z,Price change,2021-04-16T00:00:00.000Z,Price change,2021-04-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116 Preston Ln, Hensley, AR 72065",116 Preston Ln,Hensley,AR,72065,,forRent,4,1655,,1825,26,https://www.zillow.com/homedetails/116-Preston-Ln-Hensley-AR-72065/463777019_zpid/,,,2026-08-29T00:00:00.000Z,Listing removed,2026-08-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8072 Chesapeake Trl, Bauxite, AR 72011",8072 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1492,,1650,6,https://www.zillow.com/homedetails/8072-Chesapeake-Trl-Bauxite-AR-72011/457082278_zpid/,,208600,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-04-11T00:00:00.000Z,Price change,2026-04-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-18T00:00:00.000Z,Price change,2026-03-16T00:00:00.000Z,Price change,2026-02-17T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3008 Emerald Park Trl, Bauxite, AR 72011",3008 Emerald Park Trl,Bauxite,AR,72011,,forRent,3,1528,,1500,17,https://www.zillow.com/homedetails/3008-Emerald-Park-Trl-Bauxite-AR-72011/2070250448_zpid/,,181875,2026-09-05T00:00:00.000Z,Listed for rent,2026-03-14T00:00:00.000Z,Listing removed,2026-02-26T00:00:00.000Z,Listed for rent,2026-02-16T00:00:00.000Z,Listing removed,2026-01-22T00:00:00.000Z,Price change,2026-01-12T00:00:00.000Z,Price change,2025-12-23T00:00:00.000Z,Price change,2025-12-03T00:00:00.000Z,Price change,2025-12-02T00:00:00.000Z,Listed for rent,2023-09-01T00:00:00.000Z,Listing removed,2021-09-27T00:00:00.000Z,Listing removed,2021-09-20T00:00:00.000Z,Listed for rent,2021-08-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8024 Chesapeake Trl, Bauxite, AR 72011",8024 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1248,,1345,9,https://www.zillow.com/homedetails/8024-Chesapeake-Trl-Bauxite-AR-72011/457082320_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7001 Potomac Trl, Bauxite, AR 72011",7001 Potomac Trl,Bauxite,AR,72011,,forRent,3,1051,,1295,9,https://www.zillow.com/homedetails/7001-Potomac-Trl-Bauxite-AR-72011/461516494_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-04-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8040 Chesapeake Trl, Bauxite, AR 72011",8040 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1495,9,https://www.zillow.com/homedetails/8040-Chesapeake-Trl-Bauxite-AR-72011/457082335_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8000 Chesapeake Trl, Bauxite, AR 72011",8000 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1373,,1445,9,https://www.zillow.com/homedetails/8000-Chesapeake-Trl-Bauxite-AR-72011/464083308_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"180 Preston Ln, Hensley, AR 72065",180 Preston Ln,Hensley,AR,72065,,forRent,3,1364,,1700,26,https://www.zillow.com/homedetails/180-Preston-Ln-Hensley-AR-72065/462386542_zpid/,,,2026-08-22T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-07-11T00:00:00.000Z,Price change,2026-05-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"196 Preston Ln, Hensley, AR 72065",196 Preston Ln,Hensley,AR,72065,,forRent,4,1525,,1775,26,https://www.zillow.com/homedetails/196-Preston-Ln-Hensley-AR-72065/462387776_zpid/,,,2026-08-22T00:00:00.000Z,Listed for rent,2026-08-22T00:00:00.000Z,Listing removed,2026-07-11T00:00:00.000Z,Price change,2026-05-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15112 Thompson Branch Trl, Hensley, AR 72065",15112 Thompson Branch Trl,Hensley,AR,72065,,forRent,3,1612,,1555,9,https://www.zillow.com/homedetails/15112-Thompson-Branch-Trl-Hensley-AR-72065/463333808_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15088 Thompson Branch Trl, Hensley, AR 72065",15088 Thompson Branch Trl,Hensley,AR,72065,,forRent,3,1523,,1505,9,https://www.zillow.com/homedetails/15088-Thompson-Branch-Trl-Hensley-AR-72065/461413231_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-12T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15096 Thompson Branch Trl, Hensley, AR 72065",15096 Thompson Branch Trl,Hensley,AR,72065,,forRent,4,1699,,1605,9,https://www.zillow.com/homedetails/15096-Thompson-Branch-Trl-Hensley-AR-72065/463333814_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8049 Chesapeake Trl, Bauxite, AR 72011",8049 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1301,,1395,9,https://www.zillow.com/homedetails/8049-Chesapeake-Trl-Bauxite-AR-72011/463059708_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124 Preston Ln, Hensley, AR 72065",124 Preston Ln,Hensley,AR,72065,,forRent,4,1525,,1775,26,https://www.zillow.com/homedetails/124-Preston-Ln-Hensley-AR-72065/463777018_zpid/,,,2026-08-29T00:00:00.000Z,Listing removed,2026-08-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15105 Thompson Branch Trl, Hensley, AR 72065",15105 Thompson Branch Trl,Hensley,AR,72065,,forRent,3,1446,,1460,9,https://www.zillow.com/homedetails/15105-Thompson-Branch-Trl-Hensley-AR-72065/462191989_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15104 Thompson Branch Trl, Hensley, AR 72065",15104 Thompson Branch Trl,Hensley,AR,72065,,forRent,4,1442,,1460,9,https://www.zillow.com/homedetails/15104-Thompson-Branch-Trl-Hensley-AR-72065/463333815_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15128 Thompson Branch Trl, Hensley, AR 72065",15128 Thompson Branch Trl,Hensley,AR,72065,,forRent,3,1612,,1555,9,https://www.zillow.com/homedetails/15128-Thompson-Branch-Trl-Hensley-AR-72065/463866341_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8016 Chesapeake Trl, Bauxite, AR 72011",8016 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,9,https://www.zillow.com/homedetails/8016-Chesapeake-Trl-Bauxite-AR-72011/457082295_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754 Gussy Ln, Benton, AR 72019",754 Gussy Ln,Benton,AR,72019,,forRent,3,1523,,1600,6,https://www.zillow.com/homedetails/754-Gussy-Ln-Benton-AR-72019/464376472_zpid/,,220900,2026-09-11T00:00:00.000Z,Listed for rent,2026-08-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10 Cabernet Way, Mayflower, AR 72106",10 Cabernet Way,Mayflower,AR,72106,,forRent,4,1810,,1845,9,https://www.zillow.com/homedetails/10-Cabernet-Way-Mayflower-AR-72106/463444691_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2344 Bassett St, Benton, AR 72019",2344 Bassett St,Benton,AR,72019,,forRent,3,1523,,1545,9,https://www.zillow.com/homedetails/2344-Bassett-St-Benton-AR-72019/463059714_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Cabernet Way, Mayflower, AR 72106",15 Cabernet Way,Mayflower,AR,72106,,forRent,4,1810,,1845,7,https://www.zillow.com/homedetails/15-Cabernet-Way-Mayflower-AR-72106/464353000_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-26T00:00:00.000Z,Listing removed,2026-08-18T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,Mayflower,AR,72106,,forRent,3,1290,,1600,15,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-12T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for sale,2026-08-11T00:00:00.000Z,Contingent,2026-08-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"126 Powder River Dr, Beebe, AR 72012",126 Powder River Dr,Beebe,AR,72012,,forRent,4,1496,,1420,9,https://www.zillow.com/homedetails/126-Powder-River-Dr-Beebe-AR-72012/463467372_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148 Preston Ln, Hensley, AR 72065",148 Preston Ln,Hensley,AR,72065,,forRent,4,1525,,1775,26,https://www.zillow.com/homedetails/148-Preston-Ln-Hensley-AR-72065/463777017_zpid/,,,2026-08-26T00:00:00.000Z,Listing removed,2026-08-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"101 King Ranch Dr, Beebe, AR 72012",101 King Ranch Dr,Beebe,AR,72012,,forRent,3,1413,,1325,9,https://www.zillow.com/homedetails/101-King-Ranch-Dr-Beebe-AR-72012/463785355_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-27T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102 Southfork Dr, Beebe, AR 72012",102 Southfork Dr,Beebe,AR,72012,,forRent,3,1472,,1375,9,https://www.zillow.com/homedetails/102-Southfork-Dr-Beebe-AR-72012/458613273_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-27T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-12-19T00:00:00.000Z,Listing removed,2025-11-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15120 Thompson Branch Trl, Hensley, AR 72065",15120 Thompson Branch Trl,Hensley,AR,72065,,forRent,3,1355,,1460,9,https://www.zillow.com/homedetails/15120-Thompson-Branch-Trl-Hensley-AR-72065/463333816_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
