listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event
"25 Maddison Rachael, Cabot, AR 72023",25 Maddison Rachael,Cabot,AR,,forRent,3,1248,,1310,16,https://www.zillow.com/homedetails/25-Maddison-Rachael-Cabot-AR-72023/460872609_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change
"120 Nona Ruth Ln, Cabot, AR 72023",120 Nona Ruth Ln,Cabot,AR,,forRent,3,1402,,1410,16,https://www.zillow.com/homedetails/120-Nona-Ruth-Ln-Cabot-AR-72023/464079221_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,
"60 Leruss Blvd, Cabot, AR 72023",60 Leruss Blvd,Cabot,AR,,forRent,3,1422,,1399,51,https://www.zillow.com/homedetails/60-Leruss-Blvd-Cabot-AR-72023/342062290_zpid/,,203000,2026-09-14T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2024-06-22T00:00:00.000Z,Listing removed,2024-06-15T00:00:00.000Z,Listed for rent,2024-06-11T00:00:00.000Z,Sold
"36 Stonehaven Dr, Cabot, AR 72023",36 Stonehaven Dr,Cabot,AR,,forRent,3,1360,,1350,3,https://www.zillow.com/homedetails/36-Stonehaven-Dr-Cabot-AR-72023/72176066_zpid/,,,2026-09-21T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-31T00:00:00.000Z,Listed for rent,2023-04-21T00:00:00.000Z,Listing removed,2023-04-16T00:00:00.000Z,Listed for rent,2023-03-23T00:00:00.000Z,Listing removed
"110 Nona Ruth Ln, Cabot, AR 72023",110 Nona Ruth Ln,Cabot,AR,,forRent,3,1248,,1310,16,https://www.zillow.com/homedetails/110-Nona-Ruth-Ln-Cabot-AR-72023/463333813_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change
"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,Cabot,AR,,forRent,3,1521,,1850,14,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,,196500,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change
"35 Foster Louis Ln, Cabot, AR 72023",35 Foster Louis Ln,Cabot,AR,,forRent,3,1234,,1455,27,https://www.zillow.com/homedetails/35-Foster-Louis-Ln-Cabot-AR-72023/349183675_zpid/,,,2026-08-28T00:00:00.000Z,Listed for rent,2024-08-07T00:00:00.000Z,Listing removed,2024-08-06T00:00:00.000Z,Listed for rent,2024-08-06T00:00:00.000Z,Listing removed,2024-05-04T00:00:00.000Z,Listed for rent,,
"70 Kinley Brook Ln, Cabot, AR 72023",70 Kinley Brook Ln,Cabot,AR,,forRent,3,1012,,1550,45,https://www.zillow.com/homedetails/70-Kinley-Brook-Ln-Cabot-AR-72023/2055560788_zpid/,,175775,2026-09-23T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2024-06-17T00:00:00.000Z,Listing removed,2024-05-22T00:00:00.000Z,Price change,2024-03-06T00:00:00.000Z,Listed for rent,2024-02-27T00:00:00.000Z,Sold
"105 Maddison Rachael, Cabot, AR 72023",105 Maddison Rachael,Cabot,AR,,forRent,4,1459,,1460,16,https://www.zillow.com/homedetails/105-Maddison-Rachael-Cabot-AR-72023/463333812_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,Cabot,AR,,forRent,3,1442,,1525,34,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-09-11T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,,,,
"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,Cabot,AR,,forRent,3,1288,,1350,65,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,,146000,2026-08-31T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2025-08-07T00:00:00.000Z,Listing removed,2025-07-14T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,2022-06-28T00:00:00.000Z,Sold
"17 Patti Cv, Ward, AR 72176",17 Patti Cv,Ward,AR,,forRent,3,1330,,1795,0,https://www.zillow.com/homedetails/17-Patti-Cv-Ward-AR-72176/338981618_zpid/,,210000,2026-09-25T00:00:00.000Z,Listed for rent,2022-07-27T00:00:00.000Z,Sold,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,Cabot,AR,,forRent,3,1252,,1350,41,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed
"209 N Madison St, Cabot, AR 72023",209 N Madison St,Cabot,AR,,forRent,3,1524,,1895,76,https://www.zillow.com/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,,,2026-07-10T00:00:00.000Z,Listed for rent,2025-06-24T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2025-06-19T00:00:00.000Z,Listing removed,2025-04-10T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,Cabot,AR,,forRent,3,1487,,1525,31,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,
"50 Buena Vista Dr, Cabot, AR 72023",50 Buena Vista Dr,Cabot,AR,,forRent,3,1361,,1450,0,https://www.zillow.com/homedetails/50-Buena-Vista-Dr-Cabot-AR-72023/452178369_zpid/,,182000,2026-09-25T00:00:00.000Z,Listed for rent,2026-01-31T00:00:00.000Z,Listing removed,2026-01-24T00:00:00.000Z,Price change,2026-01-17T00:00:00.000Z,Price change,2026-01-10T00:00:00.000Z,Price change,2026-01-03T00:00:00.000Z,Price change
"20 Edgehill Cv, Maumelle, AR 72113",20 Edgehill Cv,Maumelle,AR,,forRent,3,1520,,1095,1,https://www.zillow.com/homedetails/20-Edgehill-Cv-Maumelle-AR-72113/79781400_zpid/,,357500,2026-09-23T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Listing removed,2026-07-15T00:00:00.000Z,Listed for rent,2025-11-11T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-08-15T00:00:00.000Z,Price change
"29 Mattie Lene Dr, Ward, AR 72176",29 Mattie Lene Dr,Ward,AR,,forRent,3,1301,,1350,14,https://www.zillow.com/homedetails/29-Mattie-Lene-Dr-Ward-AR-72176/35732499_zpid/,,80000,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-20T00:00:00.000Z,Listing removed,2026-01-05T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-16T00:00:00.000Z,Listed for rent,2009-05-16T00:00:00.000Z,Listing removed
"110 River Valley Loop, Maumelle, AR 72113",110 River Valley Loop,Maumelle,AR,,forRent,4,2670,,2600,15,https://www.zillow.com/homedetails/110-River-Valley-Loop-Maumelle-AR-72113/79782764_zpid/,,340000,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-06-10T00:00:00.000Z,Listed for sale,2021-06-15T00:00:00.000Z,Sold,2014-12-02T00:00:00.000Z,Sold,2014-11-16T00:00:00.000Z,Listed for sale
"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,Maumelle,AR,,forRent,3,1472,,1835,55,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Listed for rent,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent
"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,Maumelle,AR,,forRent,3,1472,,1835,69,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-09-03T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change
"22 Edgehill Cv, Maumelle, AR 72113",22 Edgehill Cv,Maumelle,AR,,forRent,3,1520,,1175,0,https://www.zillow.com/homedetails/22-Edgehill-Cv-Maumelle-AR-72113/79790227_zpid/,,357500,2026-09-24T00:00:00.000Z,Listed for rent,2026-09-23T00:00:00.000Z,Listing removed,2026-05-27T00:00:00.000Z,Listed for sale,2013-12-23T00:00:00.000Z,Sold,2013-11-13T00:00:00.000Z,Listed for sale,1998-03-10T00:00:00.000Z,Sold
"106 Jo Park Ln, Maumelle, AR 72113",106 Jo Park Ln,Maumelle,AR,,forRent,4,1640,,2000,49,https://www.zillow.com/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,,,2026-08-06T00:00:00.000Z,Listed for rent,2023-10-04T00:00:00.000Z,Listing removed,2023-10-03T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,,
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,Cabot,AR,,forRent,3,2077,,1900,174,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent
"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,Maumelle,AR,,forRent,3,1480,,1800,85,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,,,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,
"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,Maumelle,AR,,forRent,3,1173,,1495,83,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,,175000,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-02-09T00:00:00.000Z,Listing removed
"21 Pin Oak Loop, Maumelle, AR 72113",21 Pin Oak Loop,Maumelle,AR,,forRent,3,1270,,1500,8,https://www.zillow.com/homedetails/21-Pin-Oak-Loop-Maumelle-AR-72113/326790_zpid/,,177000,2026-09-16T00:00:00.000Z,Listed for rent,2025-06-29T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Sold,2025-04-11T00:00:00.000Z,Contingent,2025-02-24T00:00:00.000Z,Price change
"11 Page Cv, Maumelle, AR 72113",11 Page Cv,Maumelle,AR,,forRent,3,1294,,1695,22,https://www.zillow.com/homedetails/11-Page-Cv-Maumelle-AR-72113/326629_zpid/,,222125,2026-09-02T00:00:00.000Z,Listed for rent,2019-05-21T00:00:00.000Z,Listing removed,2019-02-11T00:00:00.000Z,Listed for rent,2017-11-18T00:00:00.000Z,Listing removed,2017-10-06T00:00:00.000Z,Price change,2017-09-16T00:00:00.000Z,Price change
"9 Oak Forest Dr, Maumelle, AR 72113",9 Oak Forest Dr,Maumelle,AR,,forRent,3,1176,,1675,9,https://www.zillow.com/homedetails/9-Oak-Forest-Dr-Maumelle-AR-72113/326498_zpid/,,785000,2026-09-15T00:00:00.000Z,Listed for rent,2026-01-10T00:00:00.000Z,Listing removed,2025-12-01T00:00:00.000Z,Listed for rent,2015-05-29T00:00:00.000Z,Sold,2008-09-12T00:00:00.000Z,Sold,,
"24 Oak Ridge Dr, Maumelle, AR 72113",24 Oak Ridge Dr,Maumelle,AR,,forRent,3,1176,,1650,3,https://www.zillow.com/homedetails/24-Oak-Ridge-Dr-Maumelle-AR-72113/326760_zpid/,,97231,2026-09-22T00:00:00.000Z,Listed for rent,2022-08-31T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Listed for sale,2020-03-22T00:00:00.000Z,Listing removed,2020-01-27T00:00:00.000Z,Price change,2020-01-01T00:00:00.000Z,Price change
"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,Maumelle,AR,,forRent,3,1300,,1700,66,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,,145000,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,2012-10-11T00:00:00.000Z,Sold,1997-04-16T00:00:00.000Z,Sold,,,,
"2 Corbet Ln, Maumelle, AR 72113",2 Corbet Ln,Maumelle,AR,,forRent,3,1523,,2300,34,https://www.zillow.com/homedetails/2-Corbet-Ln-Maumelle-AR-72113/122005820_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-04-21T00:00:00.000Z,Listing removed,2025-03-25T00:00:00.000Z,Price change,2025-03-04T00:00:00.000Z,Listed for rent,2025-01-27T00:00:00.000Z,Listing removed,2025-01-14T00:00:00.000Z,Price change
"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,Maumelle,AR,,forRent,3,1755,,1795,41,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,,240000,2026-09-19T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed
"32 Fortson Dr, Cabot, AR 72023",32 Fortson Dr,Cabot,AR,,forRent,3,1064,,875,33,https://www.zillow.com/homedetails/32-Fortson-Dr-Cabot-AR-72023/63161011_zpid/,,750000,2026-08-22T00:00:00.000Z,Listed for rent,2024-02-17T00:00:00.000Z,Listing removed,2024-02-03T00:00:00.000Z,Listed for rent,2004-08-10T00:00:00.000Z,Sold,,,,
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,Cabot,AR,,forRent,3,1645,,1495,64,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,,10000,2026-09-01T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2002-07-18T00:00:00.000Z,Sold,1993-11-12T00:00:00.000Z,Sold,,,,
"509 E Elm St, Cabot, AR 72023",509 E Elm St,Cabot,AR,,forRent,3,1056,,1450,77,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,,185000,2026-08-20T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed
"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,Maumelle,AR,,forRent,4,1651,,2500,21,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,,,2026-09-03T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,2019-03-21T00:00:00.000Z,Price change,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed
"6688 Hollywood Ave, Benton, AR 72019",6688 Hollywood Ave,Benton,AR,,forRent,3,1051,,1595,20,https://www.zillow.com/homedetails/6688-Hollywood-Ave-Benton-AR-72019/460744960_zpid/,,183900,2026-09-04T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-10T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Price change
"227 Iris St, Haskell, AR 72015",227 Iris St,Haskell,AR,,forRent,3,1420,,1625,59,https://www.zillow.com/homedetails/227-Iris-St-Haskell-AR-72015/2060765172_zpid/,,195000,2026-09-23T00:00:00.000Z,Price change,2026-09-10T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2023-02-16T00:00:00.000Z,Listing removed,2023-02-08T00:00:00.000Z,Price change
"2530 Peabody Dr, Conway, AR 72032",2530 Peabody Dr,Conway,AR,,forRent,3,1271,,1500,40,https://www.zillow.com/homedetails/2530-Peabody-Dr-Conway-AR-72032/239829_zpid/,,199000,2026-08-15T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Sold,2025-06-29T00:00:00.000Z,Contingent,2025-06-28T00:00:00.000Z,Listed for sale,2014-12-23T00:00:00.000Z,Sold,2013-09-19T00:00:00.000Z,Sold
"14095 Magnolia Glen Dr, Alexander, AR 72002",14095 Magnolia Glen Dr,Alexander,AR,,forRent,3,1228,,1530,23,https://www.zillow.com/homedetails/14095-Magnolia-Glen-Dr-Alexander-AR-72002/88906053_zpid/,,119500,2026-09-01T00:00:00.000Z,Listed for rent,2020-12-08T00:00:00.000Z,Listing removed,2020-12-02T00:00:00.000Z,Listed for rent,2016-09-27T00:00:00.000Z,Sold,2016-06-29T00:00:00.000Z,Price change,2016-06-06T00:00:00.000Z,Listed for sale
"22530 Sam Tillery Dr, Alexander, AR 72002",22530 Sam Tillery Dr,Alexander,AR,,forRent,3,1633,,1995,2,https://www.zillow.com/homedetails/22530-Sam-Tillery-Dr-Alexander-AR-72002/465489014_zpid/,,,2026-09-22T00:00:00.000Z,Listed for rent,,,,,,,,,,
"607 Timberline Rd, Jacksonville, AR 72076",607 Timberline Rd,Jacksonville,AR,,forRent,3,1305,,1700,19,https://www.zillow.com/homedetails/607-Timberline-Rd-Jacksonville-AR-72076/447645046_zpid/,,,2026-09-05T00:00:00.000Z,Listed for rent,2025-08-07T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Price change,2025-04-02T00:00:00.000Z,Price change,2025-02-27T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,Benton,AR,,forRent,4,1459,,1650,1,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent
"3264 Sidell Estates Dr, Benton, AR 72015",3264 Sidell Estates Dr,Benton,AR,,forRent,4,1652,,1795,41,https://www.zillow.com/homedetails/3264-Sidell-Estates-Dr-Benton-AR-72015/2063496322_zpid/,,,2026-08-14T00:00:00.000Z,Listed for rent,2022-07-02T00:00:00.000Z,Listing removed,2022-06-10T00:00:00.000Z,Price change,2022-04-28T00:00:00.000Z,Listed for sale,,,,
"2352 Bassett St, Benton, AR 72019",2352 Bassett St,Benton,AR,,forRent,4,1852,,1695,16,https://www.zillow.com/homedetails/2352-Bassett-St-Benton-AR-72019/461516492_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for sale,2026-04-06T00:00:00.000Z,Listing removed,2026-04-05T00:00:00.000Z,Listed for sale
"5399 Heritage Valley Dr, Benton, AR 72019",5399 Heritage Valley Dr,Benton,AR,,forRent,4,1790,,1800,59,https://www.zillow.com/homedetails/5399-Heritage-Valley-Dr-Benton-AR-72019/2062299989_zpid/,,245000,2026-09-10T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2026-07-15T00:00:00.000Z,Listing removed,2026-05-22T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Listed for sale
"13757 Cedar Glen Cv, Alexander, AR 72002",13757 Cedar Glen Cv,Alexander,AR,,forRent,3,1408,,1575,29,https://www.zillow.com/homedetails/13757-Cedar-Glen-Cv-Alexander-AR-72002/92432562_zpid/,,124900,2026-08-26T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-01-26T00:00:00.000Z,Listed for rent,2007-07-18T00:00:00.000Z,Sold,2007-01-31T00:00:00.000Z,Sold,,
"14457 Skyline Dr, Alexander, AR 72002",14457 Skyline Dr,Alexander,AR,,forRent,3,1974,,1950,10,https://www.zillow.com/homedetails/14457-Skyline-Dr-Alexander-AR-72002/120792053_zpid/,,210000,2026-09-15T00:00:00.000Z,Listed for rent,2021-11-05T00:00:00.000Z,Sold,2015-12-17T00:00:00.000Z,Sold,,,,,,
"5096 Woodstream Dr, Alexander, AR 72002",5096 Woodstream Dr,Alexander,AR,,forRent,3,1594,,2600,20,https://www.zillow.com/homedetails/5096-Woodstream-Dr-Alexander-AR-72002/2077881150_zpid/,,180150,2026-09-05T00:00:00.000Z,Listed for rent,2024-10-14T00:00:00.000Z,Listing removed,2023-08-19T00:00:00.000Z,Listing removed,2023-07-23T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Listing removed,2023-02-12T00:00:00.000Z,Listed for rent
"5137 Woodstream Dr, Alexander, AR 72002",5137 Woodstream Dr,Alexander,AR,,forRent,3,1460,,1600,6,https://www.zillow.com/homedetails/5137-Woodstream-Dr-Alexander-AR-72002/2078172293_zpid/,,167825,2026-09-18T00:00:00.000Z,Listed for rent,2026-04-27T00:00:00.000Z,Listing removed,2026-04-01T00:00:00.000Z,Listed for rent,2022-11-20T00:00:00.000Z,Listing removed,2022-10-04T00:00:00.000Z,Listed for rent,2020-12-04T00:00:00.000Z,Sold
"17 Greenbrier Dr, Benton, AR 72015",17 Greenbrier Dr,Benton,AR,,forRent,3,1460,,1545,52,https://www.zillow.com/homedetails/17-Greenbrier-Dr-Benton-AR-72015/386172_zpid/,,143000,2026-09-17T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-03T00:00:00.000Z,Listed for rent,2026-02-23T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-01-29T00:00:00.000Z,Price change
"905 Pheasant Cv, Benton, AR 72019",905 Pheasant Cv,Benton,AR,,forRent,3,1415,,1595,21,https://www.zillow.com/homedetails/905-Pheasant-Cv-Benton-AR-72019/385747_zpid/,,158000,2026-09-03T00:00:00.000Z,Listed for rent,2022-05-16T00:00:00.000Z,Listing removed,2022-04-20T00:00:00.000Z,Price change,2022-04-14T00:00:00.000Z,Price change,2022-04-06T00:00:00.000Z,Price change,2022-03-22T00:00:00.000Z,Listed for rent
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,Benton,AR,,forRent,3,1384,,1600,5,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531,2026-07-17T00:00:00.000Z,Listed for rent,2010-11-30T00:00:00.000Z,Sold,2005-03-03T00:00:00.000Z,Sold,,,,,,
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,Alexander,AR,,forRent,4,1640,,2000,31,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,,,,,,
"4340 Sloan Dr, Alexander, AR 72002",4340 Sloan Dr,Alexander,AR,,forRent,4,1850,,2140,61,https://www.zillow.com/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,,267480,2026-08-09T00:00:00.000Z,Listed for rent,2026-07-28T00:00:00.000Z,Listing removed,2026-07-25T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-20T00:00:00.000Z,Listed for rent,2025-08-06T00:00:00.000Z,Listing removed
"2169 Bentwood Dr, Alexander, AR 72002",2169 Bentwood Dr,Alexander,AR,,forRent,4,1477,,1900,3,https://www.zillow.com/homedetails/2169-Bentwood-Dr-Alexander-AR-72002/2064742947_zpid/,,223785,2026-09-21T00:00:00.000Z,Listed for rent,2025-07-24T00:00:00.000Z,Listing removed,2025-06-30T00:00:00.000Z,Price change,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-21T00:00:00.000Z,Listing removed,2025-05-19T00:00:00.000Z,Listed for rent
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,Benton,AR,,forRent,4,1459,,1445,42,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,,2026-09-24T00:00:00.000Z,Price change,2026-09-17T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Listed for rent,2024-11-08T00:00:00.000Z,Listing removed,2024-11-05T00:00:00.000Z,Listed for rent,2024-03-22T00:00:00.000Z,Listing removed
"7125 Anderson St, Alexander, AR 72002",7125 Anderson St,Alexander,AR,,forRent,3,1906,,1650,1,https://www.zillow.com/homedetails/7125-Anderson-St-Alexander-AR-72002/368443_zpid/,,167000,2026-09-23T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-07-24T00:00:00.000Z,Price change,2023-07-21T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Listing removed,2022-07-27T00:00:00.000Z,Listed for rent
